,volume,genre,left,right,burst_len,volume_number,add_to_paragraph_number,full_paragraph_number,chapter,chapter_start,start_in_chapter
728,Volume 4 (1759),political discourses,452,452,1,3,2245,2697,XLIV,2665,32
729,Volume 4 (1759),political discourses,467,467,1,3,2245,2712,XLIV,2665,47
730,Volume 4 (1759),political discourses,471,471,1,3,2245,2716,XLIV,2665,51
731,Volume 4 (1759),political discourses,500,500,1,3,2245,2745,APPENDIX III,2729,16
732,Volume 4 (1759),political discourses,489,489,1,3,2245,2734,APPENDIX III,2729,5
733,Volume 4 (1759),political discourses,363,363,1,3,2245,2608,XLII,2537,71
734,Volume 4 (1759),political discourses,502,502,1,3,2245,2747,APPENDIX III,2729,18
735,Volume 4 (1759),political discourses,504,504,1,3,2245,2749,APPENDIX III,2729,20
736,Volume 4 (1759),political discourses,506,506,1,3,2245,2751,APPENDIX III,2729,22
737,Volume 4 (1759),political discourses,508,508,1,3,2245,2753,APPENDIX III,2729,24
738,Volume 4 (1759),political discourses,513,513,1,3,2245,2758,APPENDIX III,2729,29
739,Volume 4 (1759),political discourses,516,516,1,3,2245,2761,APPENDIX III,2729,32
740,Volume 4 (1759),political discourses,396,396,1,3,2245,2641,XLIII,2617,24
741,Volume 4 (1759),political discourses,21,21,1,3,2245,2266,XXXVIII,2245,21
742,Volume 4 (1759),political discourses,359,359,1,3,2245,2604,XLII,2537,67
743,Volume 4 (1759),political discourses,209,209,1,3,2245,2454,XL,2399,55
744,Volume 4 (1759),political discourses,55,55,1,3,2245,2300,XXXVIII,2245,55
745,Volume 4 (1759),political discourses,59,59,1,3,2245,2304,XXXVIII,2245,59
746,Volume 4 (1759),political discourses,67,67,1,3,2245,2312,XXXIX,2308,4
747,Volume 4 (1759),political discourses,69,69,1,3,2245,2314,XXXIX,2308,6
748,Volume 4 (1759),political discourses,78,78,1,3,2245,2323,XXXIX,2308,15
749,Volume 4 (1759),political discourses,83,83,1,3,2245,2328,XXXIX,2308,20
750,Volume 4 (1759),political discourses,105,105,1,3,2245,2350,XXXIX,2308,42
751,Volume 4 (1759),political discourses,183,183,1,3,2245,2428,XL,2399,29
752,Volume 4 (1759),political discourses,196,196,1,3,2245,2441,XL,2399,42
753,Volume 4 (1759),political discourses,229,229,1,3,2245,2474,XL,2399,75
754,Volume 4 (1759),political discourses,48,48,1,3,2245,2293,XXXVIII,2245,48
755,Volume 4 (1759),political discourses,232,232,1,3,2245,2477,XL,2399,78
756,Volume 4 (1759),political discourses,238,238,1,3,2245,2483,XL,2399,84
757,Volume 4 (1759),political discourses,243,243,1,3,2245,2488,XL,2399,89
758,Volume 4 (1759),political discourses,267,267,1,3,2245,2512,XLI,2489,23
759,Volume 4 (1759),political discourses,273,273,1,3,2245,2518,XLI,2489,29
760,Volume 4 (1759),political discourses,297,297,1,3,2245,2542,XLII,2537,5
761,Volume 4 (1759),political discourses,331,331,1,3,2245,2576,XLII,2537,39
762,Volume 4 (1759),political discourses,345,345,1,3,2245,2590,XLII,2537,53
763,Volume 4 (1759),political discourses,355,355,1,3,2245,2600,XLII,2537,63
764,Volume 4 (1759),political discourses,357,357,1,3,2245,2602,XLII,2537,65
765,Volume 4 (1759),treatise,483,483,1,3,2245,2728,XLIV,2665,63
766,Volume 5 (1754),dissertation,961,962,2,4,2797,3758,LVII,3730,28
767,Volume 5 (1754),dissertation,324,325,2,4,2797,3121,A. TO THE REIGN OF JAMES I,3065,56
768,Volume 5 (1754),dissertation,14,14,1,4,2797,2811,XLV,2797,14
769,Volume 5 (1754),dissertation,580,580,1,4,2797,3377,LIII,3357,20
770,Volume 5 (1754),dissertation,1091,1091,1,4,2797,3888,LIX,3860,28
771,Volume 5 (1754),dissertation,994,994,1,4,2797,3791,LVII,3730,61
772,Volume 5 (1754),dissertation,872,872,1,4,2797,3669,LVI,3651,18
773,Volume 5 (1754),dissertation,836,836,1,4,2797,3633,LV,3539,94
774,Volume 5 (1754),dissertation,781,781,1,4,2797,3578,LV,3539,39
775,Volume 5 (1754),dissertation,770,770,1,4,2797,3567,LV,3539,28
776,Volume 5 (1754),dissertation,708,708,1,4,2797,3505,LIV,3424,81
777,Volume 5 (1754),dissertation,499,499,1,4,2797,3296,LII,3273,23
778,Volume 5 (1754),dissertation,17,17,1,4,2797,2814,XLV,2797,17
779,Volume 5 (1754),dissertation,488,488,1,4,2797,3285,LII,3273,12
780,Volume 5 (1754),dissertation,437,437,1,4,2797,3234,LI,3204,30
781,Volume 5 (1754),dissertation,331,331,1,4,2797,3128,A. TO THE REIGN OF JAMES I,3065,63
782,Volume 5 (1754),dissertation,328,328,1,4,2797,3125,A. TO THE REIGN OF JAMES I,3065,60
783,Volume 5 (1754),dissertation,281,281,1,4,2797,3078,A. TO THE REIGN OF JAMES I,3065,13
784,Volume 5 (1754),dissertation,95,95,1,4,2797,2892,XLVI,2849,43
785,Volume 5 (1754),dissertation,67,67,1,4,2797,2864,XLVI,2849,15
786,Volume 5 (1754),dissertation,1188,1188,1,4,2797,3985,LIX,3860,125
787,Volume 5 (1754),enquiry,684,687,4,4,2797,3481,LIV,3424,57
788,Volume 5 (1754),enquiry,494,496,3,4,2797,3291,LII,3273,18
789,Volume 5 (1754),enquiry,832,834,3,4,2797,3629,LV,3539,90
790,Volume 5 (1754),enquiry,974,975,2,4,2797,3771,LVII,3730,41
791,Volume 5 (1754),enquiry,691,692,2,4,2797,3488,LIV,3424,64
792,Volume 5 (1754),enquiry,702,703,2,4,2797,3499,LIV,3424,75
793,Volume 5 (1754),enquiry,705,706,2,4,2797,3502,LIV,3424,78
794,Volume 5 (1754),enquiry,482,483,2,4,2797,3279,LII,3273,6
795,Volume 5 (1754),enquiry,451,452,2,4,2797,3248,LI,3204,44
796,Volume 5 (1754),enquiry,330,331,2,4,2797,3127,A. TO THE REIGN OF JAMES I,3065,62
797,Volume 5 (1754),enquiry,938,939,2,4,2797,3735,LVII,3730,5
798,Volume 5 (1754),enquiry,1198,1199,2,4,2797,3995,LIX,3860,135
799,Volume 5 (1754),enquiry,961,961,1,4,2797,3758,LVII,3730,28
800,Volume 5 (1754),enquiry,959,959,1,4,2797,3756,LVII,3730,26
801,Volume 5 (1754),enquiry,1196,1196,1,4,2797,3993,LIX,3860,133
802,Volume 5 (1754),enquiry,1184,1184,1,4,2797,3981,LIX,3860,121
803,Volume 5 (1754),enquiry,1182,1182,1,4,2797,3979,LIX,3860,119
804,Volume 5 (1754),enquiry,708,708,1,4,2797,3505,LIV,3424,81
805,Volume 5 (1754),enquiry,1177,1177,1,4,2797,3974,LIX,3860,114
806,Volume 5 (1754),enquiry,1143,1143,1,4,2797,3940,LIX,3860,80
807,Volume 5 (1754),enquiry,718,718,1,4,2797,3515,LIV,3424,91
808,Volume 5 (1754),enquiry,1089,1089,1,4,2797,3886,LIX,3860,26
809,Volume 5 (1754),enquiry,723,723,1,4,2797,3520,LIV,3424,96
810,Volume 5 (1754),enquiry,734,734,1,4,2797,3531,LIV,3424,107
811,Volume 5 (1754),enquiry,765,765,1,4,2797,3562,LV,3539,23
812,Volume 5 (1754),enquiry,769,769,1,4,2797,3566,LV,3539,27
813,Volume 5 (1754),enquiry,1067,1067,1,4,2797,3864,LIX,3860,4
814,Volume 5 (1754),enquiry,836,836,1,4,2797,3633,LV,3539,94
815,Volume 5 (1754),enquiry,858,858,1,4,2797,3655,LVI,3651,4
816,Volume 5 (1754),enquiry,1046,1046,1,4,2797,3843,LVIII ,3792,51
817,Volume 5 (1754),enquiry,672,672,1,4,2797,3469,LIV,3424,45
818,Volume 5 (1754),enquiry,897,897,1,4,2797,3694,LVI,3651,43
819,Volume 5 (1754),enquiry,918,918,1,4,2797,3715,LVI,3651,64
820,Volume 5 (1754),enquiry,991,991,1,4,2797,3788,LVII,3730,58
821,Volume 5 (1754),enquiry,951,951,1,4,2797,3748,LVII,3730,18
822,Volume 5 (1754),enquiry,872,872,1,4,2797,3669,LVI,3651,18
823,Volume 5 (1754),enquiry,52,52,1,4,2797,2849,XLVI,2849,0
824,Volume 5 (1754),enquiry,661,661,1,4,2797,3458,LIV,3424,34
825,Volume 5 (1754),enquiry,651,651,1,4,2797,3448,LIV,3424,24
826,Volume 5 (1754),enquiry,97,97,1,4,2797,2894,XLVI,2849,45
827,Volume 5 (1754),enquiry,101,101,1,4,2797,2898,XLVI,2849,49
828,Volume 5 (1754),enquiry,109,109,1,4,2797,2906,XLVI,2849,57
829,Volume 5 (1754),enquiry,114,114,1,4,2797,2911,XLVI,2849,62
830,Volume 5 (1754),enquiry,116,116,1,4,2797,2913,XLVI,2849,64
831,Volume 5 (1754),enquiry,124,124,1,4,2797,2921,XLVII,2915,6
832,Volume 5 (1754),enquiry,127,127,1,4,2797,2924,XLVII,2915,9
833,Volume 5 (1754),enquiry,137,137,1,4,2797,2934,XLVII,2915,19
834,Volume 5 (1754),enquiry,153,153,1,4,2797,2950,XLVII,2915,35
835,Volume 5 (1754),enquiry,160,160,1,4,2797,2957,XLVII,2915,42
836,Volume 5 (1754),enquiry,239,239,1,4,2797,3036,XLIX,3008,28
837,Volume 5 (1754),enquiry,249,249,1,4,2797,3046,XLIX,3008,38
838,Volume 5 (1754),enquiry,262,262,1,4,2797,3059,XLIX,3008,51
839,Volume 5 (1754),enquiry,273,273,1,4,2797,3070,A. TO THE REIGN OF JAMES I,3065,5
840,Volume 5 (1754),enquiry,279,279,1,4,2797,3076,A. TO THE REIGN OF JAMES I,3065,11
841,Volume 5 (1754),enquiry,287,287,1,4,2797,3084,A. TO THE REIGN OF JAMES I,3065,19
842,Volume 5 (1754),enquiry,316,316,1,4,2797,3113,A. TO THE REIGN OF JAMES I,3065,48
843,Volume 5 (1754),enquiry,343,343,1,4,2797,3140,L,3137,3
844,Volume 5 (1754),enquiry,382,382,1,4,2797,3179,L,3137,42
845,Volume 5 (1754),enquiry,384,384,1,4,2797,3181,L,3137,44
846,Volume 5 (1754),enquiry,391,391,1,4,2797,3188,L,3137,51
847,Volume 5 (1754),enquiry,411,411,1,4,2797,3208,LI,3204,4
848,Volume 5 (1754),enquiry,413,413,1,4,2797,3210,LI,3204,6
849,Volume 5 (1754),enquiry,449,449,1,4,2797,3246,LI,3204,42
850,Volume 5 (1754),enquiry,471,471,1,4,2797,3268,LI,3204,64
851,Volume 5 (1754),enquiry,503,503,1,4,2797,3300,LII,3273,27
852,Volume 5 (1754),enquiry,543,543,1,4,2797,3340,LII,3273,67
853,Volume 5 (1754),enquiry,545,545,1,4,2797,3342,LII,3273,69
854,Volume 5 (1754),enquiry,66,66,1,4,2797,2863,XLVI,2849,14
855,Volume 5 (1754),enquiry,573,573,1,4,2797,3370,LIII,3357,13
856,Volume 5 (1754),essay,323,339,17,4,2797,3120,A. TO THE REIGN OF JAMES I,3065,55
857,Volume 5 (1754),essay,765,773,9,4,2797,3562,LV,3539,23
858,Volume 5 (1754),essay,703,711,9,4,2797,3500,LIV,3424,76
859,Volume 5 (1754),essay,491,498,8,4,2797,3288,LII,3273,15
860,Volume 5 (1754),essay,831,837,7,4,2797,3628,LV,3539,89
861,Volume 5 (1754),essay,94,99,6,4,2797,2891,XLVI,2849,42
862,Volume 5 (1754),essay,272,277,6,4,2797,3069,A. TO THE REIGN OF JAMES I,3065,4
863,Volume 5 (1754),essay,14,19,6,4,2797,2811,XLV,2797,14
864,Volume 5 (1754),essay,649,653,5,4,2797,3446,LIV,3424,22
865,Volume 5 (1754),essay,279,283,5,4,2797,3076,A. TO THE REIGN OF JAMES I,3065,11
866,Volume 5 (1754),essay,37,41,5,4,2797,2834,XLV,2797,37
867,Volume 5 (1754),essay,64,67,4,4,2797,2861,XLVI,2849,12
868,Volume 5 (1754),essay,423,426,4,4,2797,3220,LI,3204,16
869,Volume 5 (1754),essay,150,153,4,4,2797,2947,XLVII,2915,32
870,Volume 5 (1754),essay,753,755,3,4,2797,3550,LV,3539,11
871,Volume 5 (1754),essay,819,821,3,4,2797,3616,LV,3539,77
872,Volume 5 (1754),essay,856,858,3,4,2797,3653,LVI,3651,2
873,Volume 5 (1754),essay,788,790,3,4,2797,3585,LV,3539,46
874,Volume 5 (1754),essay,566,568,3,4,2797,3363,LIII,3357,6
875,Volume 5 (1754),essay,871,873,3,4,2797,3668,LVI,3651,17
876,Volume 5 (1754),essay,398,400,3,4,2797,3195,L,3137,58
877,Volume 5 (1754),essay,482,484,3,4,2797,3279,LII,3273,6
878,Volume 5 (1754),essay,262,263,2,4,2797,3059,XLIX,3008,51
879,Volume 5 (1754),essay,802,803,2,4,2797,3599,LV,3539,60
880,Volume 5 (1754),essay,476,477,2,4,2797,3273,LII,3273,0
881,Volume 5 (1754),essay,938,939,2,4,2797,3735,LVII,3730,5
882,Volume 5 (1754),essay,286,287,2,4,2797,3083,A. TO THE REIGN OF JAMES I,3065,18
883,Volume 5 (1754),essay,289,290,2,4,2797,3086,A. TO THE REIGN OF JAMES I,3065,21
884,Volume 5 (1754),essay,794,795,2,4,2797,3591,LV,3539,52
885,Volume 5 (1754),essay,911,912,2,4,2797,3708,LVI,3651,57
886,Volume 5 (1754),essay,312,313,2,4,2797,3109,A. TO THE REIGN OF JAMES I,3065,44
887,Volume 5 (1754),essay,974,975,2,4,2797,3771,LVII,3730,41
888,Volume 5 (1754),essay,419,420,2,4,2797,3216,LI,3204,12
889,Volume 5 (1754),essay,959,960,2,4,2797,3756,LVII,3730,26
890,Volume 5 (1754),essay,962,963,2,4,2797,3759,LVII,3730,29
891,Volume 5 (1754),essay,1037,1038,2,4,2797,3834,LVIII ,3792,42
892,Volume 5 (1754),essay,410,411,2,4,2797,3207,LI,3204,3
893,Volume 5 (1754),essay,347,348,2,4,2797,3144,L,3137,7
894,Volume 5 (1754),essay,541,542,2,4,2797,3338,LII,3273,65
895,Volume 5 (1754),essay,268,269,2,4,2797,3065,A. TO THE REIGN OF JAMES I,3065,0
896,Volume 5 (1754),essay,464,465,2,4,2797,3261,LI,3204,57
897,Volume 5 (1754),essay,249,250,2,4,2797,3046,XLIX,3008,38
898,Volume 5 (1754),essay,123,124,2,4,2797,2920,XLVII,2915,5
899,Volume 5 (1754),essay,693,694,2,4,2797,3490,LIV,3424,66
900,Volume 5 (1754),essay,1198,1199,2,4,2797,3995,LIX,3860,135
901,Volume 5 (1754),essay,669,670,2,4,2797,3466,LIV,3424,42
902,Volume 5 (1754),essay,23,24,2,4,2797,2820,XLV,2797,23
903,Volume 5 (1754),essay,660,661,2,4,2797,3457,LIV,3424,33
904,Volume 5 (1754),essay,655,656,2,4,2797,3452,LIV,3424,28
905,Volume 5 (1754),essay,1181,1182,2,4,2797,3978,LIX,3860,118
906,Volume 5 (1754),essay,641,642,2,4,2797,3438,LIV,3424,14
907,Volume 5 (1754),essay,722,723,2,4,2797,3519,LIV,3424,95
908,Volume 5 (1754),essay,103,104,2,4,2797,2900,XLVI,2849,51
909,Volume 5 (1754),essay,735,736,2,4,2797,3532,LIV,3424,108
910,Volume 5 (1754),essay,1157,1158,2,4,2797,3954,LIX,3860,94
911,Volume 5 (1754),essay,126,127,2,4,2797,2923,XLVII,2915,8
912,Volume 5 (1754),essay,470,471,2,4,2797,3267,LI,3204,63
913,Volume 5 (1754),essay,219,220,2,4,2797,3016,XLIX,3008,8
914,Volume 5 (1754),essay,1090,1091,2,4,2797,3887,LIX,3860,27
915,Volume 5 (1754),essay,130,131,2,4,2797,2927,XLVII,2915,12
916,Volume 5 (1754),essay,172,173,2,4,2797,2969,XLVIII,2966,3
917,Volume 5 (1754),essay,815,815,1,4,2797,3612,LV,3539,73
918,Volume 5 (1754),essay,918,918,1,4,2797,3715,LVI,3651,64
919,Volume 5 (1754),essay,784,784,1,4,2797,3581,LV,3539,42
920,Volume 5 (1754),essay,699,699,1,4,2797,3496,LIV,3424,72
921,Volume 5 (1754),essay,781,781,1,4,2797,3578,LV,3539,39
922,Volume 5 (1754),essay,759,759,1,4,2797,3556,LV,3539,17
923,Volume 5 (1754),essay,716,716,1,4,2797,3513,LIV,3424,89
924,Volume 5 (1754),essay,854,854,1,4,2797,3651,LVI,3651,0
925,Volume 5 (1754),essay,904,904,1,4,2797,3701,LVI,3651,50
926,Volume 5 (1754),essay,748,748,1,4,2797,3545,LV,3539,6
927,Volume 5 (1754),essay,899,899,1,4,2797,3696,LVI,3651,45
928,Volume 5 (1754),essay,897,897,1,4,2797,3694,LVI,3651,43
929,Volume 5 (1754),essay,792,792,1,4,2797,3589,LV,3539,50
930,Volume 5 (1754),essay,725,725,1,4,2797,3522,LIV,3424,98
931,Volume 5 (1754),essay,729,729,1,4,2797,3526,LIV,3424,102
932,Volume 5 (1754),essay,3,3,1,4,2797,2800,XLV,2797,3
933,Volume 5 (1754),essay,992,992,1,4,2797,3789,LVII,3730,59
934,Volume 5 (1754),essay,922,922,1,4,2797,3719,LVI,3651,68
935,Volume 5 (1754),essay,1095,1095,1,4,2797,3892,LIX,3860,32
936,Volume 5 (1754),essay,1104,1104,1,4,2797,3901,LIX,3860,41
937,Volume 5 (1754),essay,1112,1112,1,4,2797,3909,LIX,3860,49
938,Volume 5 (1754),essay,1116,1116,1,4,2797,3913,LIX,3860,53
939,Volume 5 (1754),essay,1143,1143,1,4,2797,3940,LIX,3860,80
940,Volume 5 (1754),essay,1148,1148,1,4,2797,3945,LIX,3860,85
941,Volume 5 (1754),essay,1151,1151,1,4,2797,3948,LIX,3860,88
942,Volume 5 (1754),essay,1153,1153,1,4,2797,3950,LIX,3860,90
943,Volume 5 (1754),essay,1164,1164,1,4,2797,3961,LIX,3860,101
944,Volume 5 (1754),essay,1169,1169,1,4,2797,3966,LIX,3860,106
945,Volume 5 (1754),essay,1171,1171,1,4,2797,3968,LIX,3860,108
946,Volume 5 (1754),essay,1177,1177,1,4,2797,3974,LIX,3860,114
947,Volume 5 (1754),essay,1185,1185,1,4,2797,3982,LIX,3860,122
948,Volume 5 (1754),essay,1188,1188,1,4,2797,3985,LIX,3860,125
949,Volume 5 (1754),essay,1190,1190,1,4,2797,3987,LIX,3860,127
950,Volume 5 (1754),essay,1193,1193,1,4,2797,3990,LIX,3860,130
951,Volume 5 (1754),essay,1196,1196,1,4,2797,3993,LIX,3860,133
952,Volume 5 (1754),essay,1202,1202,1,4,2797,3999,LIX,3860,139
953,Volume 5 (1754),essay,1101,1101,1,4,2797,3898,LIX,3860,38
954,Volume 5 (1754),essay,1087,1087,1,4,2797,3884,LIX,3860,24
955,Volume 5 (1754),essay,934,934,1,4,2797,3731,LVII,3730,1
956,Volume 5 (1754),essay,1084,1084,1,4,2797,3881,LIX,3860,21
957,Volume 5 (1754),essay,943,943,1,4,2797,3740,LVII,3730,10
958,Volume 5 (1754),essay,949,949,1,4,2797,3746,LVII,3730,16
959,Volume 5 (1754),essay,951,951,1,4,2797,3748,LVII,3730,18
960,Volume 5 (1754),essay,956,956,1,4,2797,3753,LVII,3730,23
961,Volume 5 (1754),essay,971,971,1,4,2797,3768,LVII,3730,38
962,Volume 5 (1754),essay,984,984,1,4,2797,3781,LVII,3730,51
963,Volume 5 (1754),essay,989,989,1,4,2797,3786,LVII,3730,56
964,Volume 5 (1754),essay,689,689,1,4,2797,3486,LIV,3424,62
965,Volume 5 (1754),essay,994,994,1,4,2797,3791,LVII,3730,61
966,Volume 5 (1754),essay,1002,1002,1,4,2797,3799,LVIII ,3792,7
967,Volume 5 (1754),essay,1025,1025,1,4,2797,3822,LVIII ,3792,30
968,Volume 5 (1754),essay,1034,1034,1,4,2797,3831,LVIII ,3792,39
969,Volume 5 (1754),essay,1045,1045,1,4,2797,3842,LVIII ,3792,50
970,Volume 5 (1754),essay,1048,1048,1,4,2797,3845,LVIII ,3792,53
971,Volume 5 (1754),essay,1063,1063,1,4,2797,3860,LIX,3860,0
972,Volume 5 (1754),essay,1066,1066,1,4,2797,3863,LIX,3860,3
973,Volume 5 (1754),essay,1069,1069,1,4,2797,3866,LIX,3860,6
974,Volume 5 (1754),essay,691,691,1,4,2797,3488,LIV,3424,64
975,Volume 5 (1754),essay,588,588,1,4,2797,3385,LIII,3357,28
976,Volume 5 (1754),essay,686,686,1,4,2797,3483,LIV,3424,59
977,Volume 5 (1754),essay,672,672,1,4,2797,3469,LIV,3424,45
978,Volume 5 (1754),essay,182,182,1,4,2797,2979,XLVIII,2966,13
979,Volume 5 (1754),essay,187,187,1,4,2797,2984,XLVIII,2966,18
980,Volume 5 (1754),essay,197,197,1,4,2797,2994,XLVIII,2966,28
981,Volume 5 (1754),essay,210,210,1,4,2797,3007,XLVIII,2966,41
982,Volume 5 (1754),essay,223,223,1,4,2797,3020,XLIX,3008,12
983,Volume 5 (1754),essay,238,238,1,4,2797,3035,XLIX,3008,27
984,Volume 5 (1754),essay,292,292,1,4,2797,3089,A. TO THE REIGN OF JAMES I,3065,24
985,Volume 5 (1754),essay,294,294,1,4,2797,3091,A. TO THE REIGN OF JAMES I,3065,26
986,Volume 5 (1754),essay,296,296,1,4,2797,3093,A. TO THE REIGN OF JAMES I,3065,28
987,Volume 5 (1754),essay,316,316,1,4,2797,3113,A. TO THE REIGN OF JAMES I,3065,48
988,Volume 5 (1754),essay,321,321,1,4,2797,3118,A. TO THE REIGN OF JAMES I,3065,53
989,Volume 5 (1754),essay,356,356,1,4,2797,3153,L,3137,16
990,Volume 5 (1754),essay,373,373,1,4,2797,3170,L,3137,33
991,Volume 5 (1754),essay,382,382,1,4,2797,3179,L,3137,42
992,Volume 5 (1754),essay,384,384,1,4,2797,3181,L,3137,44
993,Volume 5 (1754),essay,388,388,1,4,2797,3185,L,3137,48
994,Volume 5 (1754),essay,392,392,1,4,2797,3189,L,3137,52
995,Volume 5 (1754),essay,178,178,1,4,2797,2975,XLVIII,2966,9
996,Volume 5 (1754),essay,175,175,1,4,2797,2972,XLVIII,2966,6
997,Volume 5 (1754),essay,139,139,1,4,2797,2936,XLVII,2915,21
998,Volume 5 (1754),essay,52,52,1,4,2797,2849,XLVI,2849,0
999,Volume 5 (1754),essay,10,10,1,4,2797,2807,XLV,2797,10
1000,Volume 5 (1754),essay,12,12,1,4,2797,2809,XLV,2797,12
1001,Volume 5 (1754),essay,21,21,1,4,2797,2818,XLV,2797,21
1002,Volume 5 (1754),essay,26,26,1,4,2797,2823,XLV,2797,26
1003,Volume 5 (1754),essay,29,29,1,4,2797,2826,XLV,2797,29
1004,Volume 5 (1754),essay,35,35,1,4,2797,2832,XLV,2797,35
1005,Volume 5 (1754),essay,43,43,1,4,2797,2840,XLV,2797,43
1006,Volume 5 (1754),essay,57,57,1,4,2797,2854,XLVI,2849,5
1007,Volume 5 (1754),essay,137,137,1,4,2797,2934,XLVII,2915,19
1008,Volume 5 (1754),essay,73,73,1,4,2797,2870,XLVI,2849,21
1009,Volume 5 (1754),essay,78,78,1,4,2797,2875,XLVI,2849,26
1010,Volume 5 (1754),essay,82,82,1,4,2797,2879,XLVI,2849,30
1011,Volume 5 (1754),essay,107,107,1,4,2797,2904,XLVI,2849,55
1012,Volume 5 (1754),essay,110,110,1,4,2797,2907,XLVI,2849,58
1013,Volume 5 (1754),essay,116,116,1,4,2797,2913,XLVI,2849,64
1014,Volume 5 (1754),essay,119,119,1,4,2797,2916,XLVII,2915,1
1015,Volume 5 (1754),essay,394,394,1,4,2797,3191,L,3137,54
1016,Volume 5 (1754),essay,396,396,1,4,2797,3193,L,3137,56
1017,Volume 5 (1754),essay,413,413,1,4,2797,3210,LI,3204,6
1018,Volume 5 (1754),essay,610,610,1,4,2797,3407,LIII,3357,50
1019,Volume 5 (1754),essay,560,560,1,4,2797,3357,LIII,3357,0
1020,Volume 5 (1754),essay,564,564,1,4,2797,3361,LIII,3357,4
1021,Volume 5 (1754),essay,576,576,1,4,2797,3373,LIII,3357,16
1022,Volume 5 (1754),essay,586,586,1,4,2797,3383,LIII,3357,26
1023,Volume 5 (1754),essay,7,7,1,4,2797,2804,XLV,2797,7
1024,Volume 5 (1754),essay,603,603,1,4,2797,3400,LIII,3357,43
1025,Volume 5 (1754),essay,605,605,1,4,2797,3402,LIII,3357,45
1026,Volume 5 (1754),essay,612,612,1,4,2797,3409,LIII,3357,52
1027,Volume 5 (1754),essay,553,553,1,4,2797,3350,LII,3273,77
1028,Volume 5 (1754),essay,623,623,1,4,2797,3420,LIII,3357,63
1029,Volume 5 (1754),essay,629,629,1,4,2797,3426,LIV,3424,2
1030,Volume 5 (1754),essay,632,632,1,4,2797,3429,LIV,3424,5
1031,Volume 5 (1754),essay,635,635,1,4,2797,3432,LIV,3424,8
1032,Volume 5 (1754),essay,645,645,1,4,2797,3442,LIV,3424,18
1033,Volume 5 (1754),essay,665,665,1,4,2797,3462,LIV,3424,38
1034,Volume 5 (1754),essay,667,667,1,4,2797,3464,LIV,3424,40
1035,Volume 5 (1754),essay,558,558,1,4,2797,3355,LII,3273,82
1036,Volume 5 (1754),essay,551,551,1,4,2797,3348,LII,3273,75
1037,Volume 5 (1754),essay,415,415,1,4,2797,3212,LI,3204,8
1038,Volume 5 (1754),essay,467,467,1,4,2797,3264,LI,3204,60
1039,Volume 5 (1754),essay,417,417,1,4,2797,3214,LI,3204,10
1040,Volume 5 (1754),essay,430,430,1,4,2797,3227,LI,3204,23
1041,Volume 5 (1754),essay,436,436,1,4,2797,3233,LI,3204,29
1042,Volume 5 (1754),essay,439,439,1,4,2797,3236,LI,3204,32
1043,Volume 5 (1754),essay,449,449,1,4,2797,3246,LI,3204,42
1044,Volume 5 (1754),essay,451,451,1,4,2797,3248,LI,3204,44
1045,Volume 5 (1754),essay,462,462,1,4,2797,3259,LI,3204,55
1046,Volume 5 (1754),essay,486,486,1,4,2797,3283,LII,3273,10
1047,Volume 5 (1754),essay,549,549,1,4,2797,3346,LII,3273,73
1048,Volume 5 (1754),essay,503,503,1,4,2797,3300,LII,3273,27
1049,Volume 5 (1754),essay,507,507,1,4,2797,3304,LII,3273,31
1050,Volume 5 (1754),essay,521,521,1,4,2797,3318,LII,3273,45
1051,Volume 5 (1754),essay,529,529,1,4,2797,3326,LII,3273,53
1052,Volume 5 (1754),essay,533,533,1,4,2797,3330,LII,3273,57
1053,Volume 5 (1754),essay,537,537,1,4,2797,3334,LII,3273,61
1054,Volume 5 (1754),essay,545,545,1,4,2797,3342,LII,3273,69
1055,Volume 5 (1754),essay,1205,1205,1,4,2797,4002,LIX,3860,142
1056,Volume 5 (1754),political discourses,491,496,6,4,2797,3288,LII,3273,15
1057,Volume 5 (1754),political discourses,694,698,5,4,2797,3491,LIV,3424,67
1058,Volume 5 (1754),political discourses,1084,1088,5,4,2797,3881,LIX,3860,21
1059,Volume 5 (1754),political discourses,643,646,4,4,2797,3440,LIV,3424,16
1060,Volume 5 (1754),political discourses,311,314,4,4,2797,3108,A. TO THE REIGN OF JAMES I,3065,43
1061,Volume 5 (1754),political discourses,413,416,4,4,2797,3210,LI,3204,6
1062,Volume 5 (1754),political discourses,107,110,4,4,2797,2904,XLVI,2849,55
1063,Volume 5 (1754),political discourses,102,105,4,4,2797,2899,XLVI,2849,50
1064,Volume 5 (1754),political discourses,289,292,4,4,2797,3086,A. TO THE REIGN OF JAMES I,3065,21
1065,Volume 5 (1754),political discourses,114,116,3,4,2797,2911,XLVI,2849,62
1066,Volume 5 (1754),political discourses,515,517,3,4,2797,3312,LII,3273,39
1067,Volume 5 (1754),political discourses,1169,1171,3,4,2797,3966,LIX,3860,106
1068,Volume 5 (1754),political discourses,703,705,3,4,2797,3500,LIV,3424,76
1069,Volume 5 (1754),political discourses,321,323,3,4,2797,3118,A. TO THE REIGN OF JAMES I,3065,53
1070,Volume 5 (1754),political discourses,390,392,3,4,2797,3187,L,3137,50
1071,Volume 5 (1754),political discourses,303,305,3,4,2797,3100,A. TO THE REIGN OF JAMES I,3065,35
