,volume,genre,burst_len,chapter,start_in_chapter
1121,Volume 5 (1754),political discourses,1,LII,5
1122,Volume 5 (1754),political discourses,1,LI,50
1123,Volume 5 (1754),political discourses,1,LI,48
1124,Volume 5 (1754),political discourses,1,LI,36
1125,Volume 5 (1754),political discourses,1,LI,32
1126,Volume 5 (1754),political discourses,1,LIII,4
1127,Volume 5 (1754),treatise,1,XLVII,38
1128,Volume 6 (1757),dissertation,4,LXII,94
1129,Volume 6 (1757),dissertation,4,LXII,76
1130,Volume 6 (1757),dissertation,2,LXII,71
1131,Volume 6 (1757),dissertation,2,LXII,99
1132,Volume 6 (1757),dissertation,2,LXXI,100
1133,Volume 6 (1757),dissertation,1,LXI,63
1134,Volume 6 (1757),dissertation,1,LXII,6
1135,Volume 6 (1757),dissertation,1,LXI,57
1136,Volume 6 (1757),dissertation,1,LXII,74
1137,Volume 6 (1757),dissertation,1,LX,52
1138,Volume 6 (1757),dissertation,1,LX,40
1139,Volume 6 (1757),dissertation,1,LX,42
1140,Volume 6 (1757),dissertation,1,LXII,105
1141,Volume 6 (1757),dissertation,1,LXIII,18
1142,Volume 6 (1757),dissertation,1,LXIII,37
1143,Volume 6 (1757),dissertation,1,LXVII,8
1144,Volume 6 (1757),dissertation,1,LXVII,65
1145,Volume 6 (1757),dissertation,1,LXVIII,35
1146,Volume 6 (1757),dissertation,1,LXX,67
1147,Volume 6 (1757),dissertation,1,LX,33
1148,Volume 6 (1757),enquiry,2,LX,33
1149,Volume 6 (1757),enquiry,2,LXXI,96
1150,Volume 6 (1757),enquiry,2,LXI,63
1151,Volume 6 (1757),enquiry,2,LXI,72
1152,Volume 6 (1757),enquiry,2,LXI,89
1153,Volume 6 (1757),enquiry,2,LXI,93
1154,Volume 6 (1757),enquiry,2,LX,37
1155,Volume 6 (1757),enquiry,2,LXVIII,57
1156,Volume 6 (1757),enquiry,2,LXII,72
1157,Volume 6 (1757),enquiry,1,LXIX,33
1158,Volume 6 (1757),enquiry,1,LXVIII,34
1159,Volume 6 (1757),enquiry,1,LXVIII,36
1160,Volume 6 (1757),enquiry,1,LXIX,65
1161,Volume 6 (1757),enquiry,1,LXIX,35
1162,Volume 6 (1757),enquiry,1,LXIX,38
1163,Volume 6 (1757),enquiry,1,LXVII,15
1164,Volume 6 (1757),enquiry,1,LXX,23
1165,Volume 6 (1757),enquiry,1,LXXI,90
1166,Volume 6 (1757),enquiry,1,LXVIII,30
1167,Volume 6 (1757),enquiry,1,LXII,103
1168,Volume 6 (1757),enquiry,1,LXIII,37
1169,Volume 6 (1757),enquiry,1,LXIII,18
1170,Volume 6 (1757),enquiry,1,LXII,101
1171,Volume 6 (1757),enquiry,1,LXII,99
1172,Volume 6 (1757),enquiry,1,LXII,78
1173,Volume 6 (1757),enquiry,1,LXII,76
1174,Volume 6 (1757),enquiry,1,LXII,35
1175,Volume 6 (1757),enquiry,1,LXII,6
1176,Volume 6 (1757),enquiry,1,LXII,0
1177,Volume 6 (1757),enquiry,1,LXI,87
1178,Volume 6 (1757),enquiry,1,LXI,47
1179,Volume 6 (1757),enquiry,1,LXXI,100
1180,Volume 6 (1757),essay,16,LXII,92
1181,Volume 6 (1757),essay,11,LXII,67
1182,Volume 6 (1757),essay,10,LXXI,95
1183,Volume 6 (1757),essay,8,LXI,87
1184,Volume 6 (1757),essay,7,LXI,4
1185,Volume 6 (1757),essay,7,LXVIII,0
1186,Volume 6 (1757),essay,7,LXIV,62
1187,Volume 6 (1757),essay,7,LXI,58
1188,Volume 6 (1757),essay,6,LXV,69
1189,Volume 6 (1757),essay,5,LX,0
1190,Volume 6 (1757),essay,5,LXI,50
1191,Volume 6 (1757),essay,4,LXI,21
1192,Volume 6 (1757),essay,4,LXII,9
1193,Volume 6 (1757),essay,4,LXVII,12
1194,Volume 6 (1757),essay,4,LXI,36
1195,Volume 6 (1757),essay,4,LXIX,68
1196,Volume 6 (1757),essay,4,LXIII,35
1197,Volume 6 (1757),essay,3,LX,36
1198,Volume 6 (1757),essay,3,LXXI,64
1199,Volume 6 (1757),essay,3,LXXI,89
1200,Volume 6 (1757),essay,3,LX,32
1201,Volume 6 (1757),essay,3,LXIX,64
1202,Volume 6 (1757),essay,3,LXI,68
1203,Volume 6 (1757),essay,3,LXXI,48
1204,Volume 6 (1757),essay,3,LXVIII,34
1205,Volume 6 (1757),essay,3,LXIV,76
1206,Volume 6 (1757),essay,2,LXV,15
1207,Volume 6 (1757),essay,2,LXV,23
1208,Volume 6 (1757),essay,2,LXIV,27
1209,Volume 6 (1757),essay,2,LXV,12
1210,Volume 6 (1757),essay,2,LXIII,56
1211,Volume 6 (1757),essay,2,LXIII,45
1212,Volume 6 (1757),essay,2,LXIX,11
1213,Volume 6 (1757),essay,2,LXVI,32
1214,Volume 6 (1757),essay,2,LXVI,0
1215,Volume 6 (1757),essay,2,LXVI,3
1216,Volume 6 (1757),essay,2,LXVI,12
1217,Volume 6 (1757),essay,2,LXVIII,57
1218,Volume 6 (1757),essay,2,LXX,23
1219,Volume 6 (1757),essay,2,LXVIII,30
1220,Volume 6 (1757),essay,2,LXVIII,24
1221,Volume 6 (1757),essay,2,LXVII,7
1222,Volume 6 (1757),essay,2,LXVII,65
1223,Volume 6 (1757),essay,2,LXVII,24
1224,Volume 6 (1757),essay,2,LXVII,36
1225,Volume 6 (1757),essay,2,LXIII,28
1226,Volume 6 (1757),essay,2,LXIII,48
1227,Volume 6 (1757),essay,2,LXII,24
1228,Volume 6 (1757),essay,2,LXXI,70
1229,Volume 6 (1757),essay,2,LXXI,33
1230,Volume 6 (1757),essay,2,LX,54
1231,Volume 6 (1757),essay,2,LX,69
1232,Volume 6 (1757),essay,2,LXII,46
1233,Volume 6 (1757),essay,2,LXII,60
1234,Volume 6 (1757),essay,2,LXI,72
1235,Volume 6 (1757),essay,2,LXX,53
1236,Volume 6 (1757),essay,2,LX,42
1237,Volume 6 (1757),essay,2,LX,72
1238,Volume 6 (1757),essay,2,LXI,1
1239,Volume 6 (1757),essay,1,LXXI,16
1240,Volume 6 (1757),essay,1,LXIX,6
1241,Volume 6 (1757),essay,1,LXIX,4
1242,Volume 6 (1757),essay,1,LXXI,21
1243,Volume 6 (1757),essay,1,LXXI,25
1244,Volume 6 (1757),essay,1,LXXI,41
1245,Volume 6 (1757),essay,1,LXXI,44
1246,Volume 6 (1757),essay,1,LXVIII,54
1247,Volume 6 (1757),essay,1,LXXI,68
1248,Volume 6 (1757),essay,1,LXVIII,50
1249,Volume 6 (1757),essay,1,LXVIII,45
1250,Volume 6 (1757),essay,1,LXXI,46
1251,Volume 6 (1757),essay,1,LXIX,18
1252,Volume 6 (1757),essay,1,LXVII,62
1253,Volume 6 (1757),essay,1,LXVIII,12
1254,Volume 6 (1757),essay,1,LXXI,57
1255,Volume 6 (1757),essay,1,LXXI,61
1256,Volume 6 (1757),essay,1,LXIX,15
1257,Volume 6 (1757),essay,1,LXX,39
1258,Volume 6 (1757),essay,1,LXIX,22
1259,Volume 6 (1757),essay,1,LXX,70
1260,Volume 6 (1757),essay,1,LXX,27
1261,Volume 6 (1757),essay,1,LXX,12
1262,Volume 6 (1757),essay,1,LXX,47
1263,Volume 6 (1757),essay,1,LXX,9
1264,Volume 6 (1757),essay,1,LXVII,49
1265,Volume 6 (1757),essay,1,LXX,64
1266,Volume 6 (1757),essay,1,LXX,5
1267,Volume 6 (1757),essay,1,LXX,67
1268,Volume 6 (1757),essay,1,LXIX,61
1269,Volume 6 (1757),essay,1,LXIX,56
1270,Volume 6 (1757),essay,1,LXIX,50
1271,Volume 6 (1757),essay,1,LXX,33
1272,Volume 6 (1757),essay,1,LXIX,45
1273,Volume 6 (1757),essay,1,LXIX,43
1274,Volume 6 (1757),essay,1,LXIX,40
1275,Volume 6 (1757),essay,1,LXXI,0
1276,Volume 6 (1757),essay,1,LXIX,38
1277,Volume 6 (1757),essay,1,LXIX,35
1278,Volume 6 (1757),essay,1,LXIX,33
1279,Volume 6 (1757),essay,1,LXIX,30
1280,Volume 6 (1757),essay,1,LXXI,5
1281,Volume 6 (1757),essay,1,LXXI,8
1282,Volume 6 (1757),essay,1,LXVII,54
1283,Volume 6 (1757),essay,1,LX,99
1284,Volume 6 (1757),essay,1,LXVII,45
1285,Volume 6 (1757),essay,1,LXVII,32
1286,Volume 6 (1757),essay,1,LXIII,26
1287,Volume 6 (1757),essay,1,LXIII,18
1288,Volume 6 (1757),essay,1,LXIII,16
1289,Volume 6 (1757),essay,1,LXIII,11
1290,Volume 6 (1757),essay,1,LXIII,5
1291,Volume 6 (1757),essay,1,LXII,79
1292,Volume 6 (1757),essay,1,LX,52
1293,Volume 6 (1757),essay,1,LXII,57
1294,Volume 6 (1757),essay,1,LXII,52
1295,Volume 6 (1757),essay,1,LXII,42
1296,Volume 6 (1757),essay,1,LXII,40
1297,Volume 6 (1757),essay,1,LXII,38
1298,Volume 6 (1757),essay,1,LXII,35
1299,Volume 6 (1757),essay,1,LXII,22
1300,Volume 6 (1757),essay,1,LXII,16
1301,Volume 6 (1757),essay,1,LXII,14
1302,Volume 6 (1757),essay,1,LXII,6
1303,Volume 6 (1757),essay,1,LXII,4
1304,Volume 6 (1757),essay,1,LXII,0
1305,Volume 6 (1757),essay,1,LXI,82
1306,Volume 6 (1757),essay,1,LXI,75
1307,Volume 6 (1757),essay,1,LXI,56
1308,Volume 6 (1757),essay,1,LXI,47
1309,Volume 6 (1757),essay,1,LXI,41
1310,Volume 6 (1757),essay,1,LXI,28
1311,Volume 6 (1757),essay,1,LXI,19
1312,Volume 6 (1757),essay,1,LXI,13
1313,Volume 6 (1757),essay,1,LXIII,43
1314,Volume 6 (1757),essay,1,LXIV,0
1315,Volume 6 (1757),essay,1,LXIV,4
1316,Volume 6 (1757),essay,1,LXV,48
1317,Volume 6 (1757),essay,1,LXVII,22
1318,Volume 6 (1757),essay,1,LXVII,19
1319,Volume 6 (1757),essay,1,LXVII,0
1320,Volume 6 (1757),essay,1,LXVI,85
1321,Volume 6 (1757),essay,1,LXVI,83
1322,Volume 6 (1757),essay,1,LXVI,79
1323,Volume 6 (1757),essay,1,LXVI,77
1324,Volume 6 (1757),essay,1,LXVI,70
1325,Volume 6 (1757),essay,1,LXVI,66
1326,Volume 6 (1757),essay,1,LX,102
1327,Volume 6 (1757),essay,1,LXV,64
1328,Volume 6 (1757),essay,1,LXV,60
1329,Volume 6 (1757),essay,1,LXV,39
1330,Volume 6 (1757),essay,1,LXIV,6
1331,Volume 6 (1757),essay,1,LXV,36
1332,Volume 6 (1757),essay,1,LXV,33
1333,Volume 6 (1757),essay,1,LXV,2
1334,Volume 6 (1757),essay,1,LXV,0
1335,Volume 6 (1757),essay,1,LXIV,86
1336,Volume 6 (1757),essay,1,LXIV,81
1337,Volume 6 (1757),essay,1,LX,40
1338,Volume 6 (1757),essay,1,LXIV,60
1339,Volume 6 (1757),essay,1,LXIV,49
1340,Volume 6 (1757),essay,1,LXIV,41
1341,Volume 6 (1757),essay,1,LXIV,18
1342,Volume 6 (1757),essay,1,LXIV,15
1343,Volume 6 (1757),essay,1,LXVI,21
1344,Volume 6 (1757),political discourses,9,LXII,82
1345,Volume 6 (1757),political discourses,5,LXIV,2
1346,Volume 6 (1757),political discourses,5,LXXI,81
1347,Volume 6 (1757),political discourses,5,LXIV,94
1348,Volume 6 (1757),political discourses,5,LXV,55
1349,Volume 6 (1757),political discourses,5,LXI,26
1350,Volume 6 (1757),political discourses,5,LX,91
1351,Volume 6 (1757),political discourses,4,LXVII,53
1352,Volume 6 (1757),political discourses,4,LXII,11
1353,Volume 6 (1757),political discourses,4,LXV,71
1354,Volume 6 (1757),political discourses,4,LXI,21
1355,Volume 6 (1757),political discourses,4,LXI,12
1356,Volume 6 (1757),political discourses,4,LXIV,100
1357,Volume 6 (1757),political discourses,3,LXV,99
1358,Volume 6 (1757),political discourses,3,LXIV,13
1359,Volume 6 (1757),political discourses,3,LXII,43
1360,Volume 6 (1757),political discourses,3,LX,98
1361,Volume 6 (1757),political discourses,3,LXII,47
1362,Volume 6 (1757),political discourses,3,LXVI,79
1363,Volume 6 (1757),political discourses,3,LX,85
1364,Volume 6 (1757),political discourses,3,LXXI,4
1365,Volume 6 (1757),political discourses,3,LXIV,40
1366,Volume 6 (1757),political discourses,3,LXVI,27
1367,Volume 6 (1757),political discourses,3,LXV,6
1368,Volume 6 (1757),political discourses,3,LXV,61
1369,Volume 6 (1757),political discourses,3,LXV,67
1370,Volume 6 (1757),political discourses,2,LXXI,75
1371,Volume 6 (1757),political discourses,2,LXIV,49
1372,Volume 6 (1757),political discourses,2,LXIV,83
1373,Volume 6 (1757),political discourses,2,LXIV,76
1374,Volume 6 (1757),political discourses,2,LXIV,65
1375,Volume 6 (1757),political discourses,2,LXXI,87
1376,Volume 6 (1757),political discourses,2,LXIV,37
1377,Volume 6 (1757),political discourses,2,LXIV,34
1378,Volume 6 (1757),political discourses,2,LXIV,27
1379,Volume 6 (1757),political discourses,2,LX,4
1380,Volume 6 (1757),political discourses,2,LXVIII,22
1381,Volume 6 (1757),political discourses,2,LXV,12
1382,Volume 6 (1757),political discourses,2,LXV,43
1383,Volume 6 (1757),political discourses,2,LXXI,63
1384,Volume 6 (1757),political discourses,2,LXV,51
1385,Volume 6 (1757),political discourses,2,LXX,52
1386,Volume 6 (1757),political discourses,2,LXV,93
1387,Volume 6 (1757),political discourses,2,LXIII,40
1388,Volume 6 (1757),political discourses,2,LXVI,12
1389,Volume 6 (1757),political discourses,2,LXVI,23
1390,Volume 6 (1757),political discourses,2,LXVI,31
1391,Volume 6 (1757),political discourses,2,LXX,26
1392,Volume 6 (1757),political discourses,2,LXVII,16
1393,Volume 6 (1757),political discourses,2,LXIX,26
1394,Volume 6 (1757),political discourses,2,LXVII,22
1395,Volume 6 (1757),political discourses,2,LXVII,36
1396,Volume 6 (1757),political discourses,2,LXV,48
1397,Volume 6 (1757),political discourses,2,LXXI,92
1398,Volume 6 (1757),political discourses,2,LXI,44
1399,Volume 6 (1757),political discourses,2,LXI,41
1400,Volume 6 (1757),political discourses,2,LXI,76
1401,Volume 6 (1757),political discourses,2,LXI,69
1402,Volume 6 (1757),political discourses,2,LXII,60
1403,Volume 6 (1757),political discourses,2,LXII,66
1404,Volume 6 (1757),political discourses,2,LXII,21
1405,Volume 6 (1757),political discourses,2,LXII,92
1406,Volume 6 (1757),political discourses,2,LXIII,11
1407,Volume 6 (1757),political discourses,2,LXII,2
1408,Volume 6 (1757),political discourses,2,LXIII,14
1409,Volume 6 (1757),political discourses,2,LXI,6
1410,Volume 6 (1757),political discourses,2,LX,73
1411,Volume 6 (1757),political discourses,1,LXI,4
1412,Volume 6 (1757),political discourses,1,LXVII,19
1413,Volume 6 (1757),political discourses,1,LXIX,33
1414,Volume 6 (1757),political discourses,1,LXVII,12
1415,Volume 6 (1757),political discourses,1,LXI,17
1416,Volume 6 (1757),political discourses,1,LX,89
1417,Volume 6 (1757),political discourses,1,LXIX,18
1418,Volume 6 (1757),political discourses,1,LXIX,13
1419,Volume 6 (1757),political discourses,1,LXIX,8
1420,Volume 6 (1757),political discourses,1,LXIX,6
1421,Volume 6 (1757),political discourses,1,LXI,9
1422,Volume 6 (1757),political discourses,1,LXVIII,54
1423,Volume 6 (1757),political discourses,1,LXVIII,45
1424,Volume 6 (1757),political discourses,1,LX,102
1425,Volume 6 (1757),political discourses,1,LXVIII,17
1426,Volume 6 (1757),political discourses,1,LXVIII,14
1427,Volume 6 (1757),political discourses,1,LXVII,32
1428,Volume 6 (1757),political discourses,1,LXVIII,3
1429,Volume 6 (1757),political discourses,1,LXVII,64
1430,Volume 6 (1757),political discourses,1,LXIII,38
1431,Volume 6 (1757),political discourses,1,LXIX,51
1432,Volume 6 (1757),political discourses,1,LXIX,35
1433,Volume 6 (1757),political discourses,1,LXIX,47
1434,Volume 6 (1757),political discourses,1,LX,15
1435,Volume 6 (1757),political discourses,1,LX,19
1436,Volume 6 (1757),political discourses,1,LXXI,78
1437,Volume 6 (1757),political discourses,1,LX,70
1438,Volume 6 (1757),political discourses,1,LXXI,72
1439,Volume 6 (1757),political discourses,1,LXXI,68
1440,Volume 6 (1757),political discourses,1,LXXI,60
1441,Volume 6 (1757),political discourses,1,LXXI,57
1442,Volume 6 (1757),political discourses,1,LXXI,44
1443,Volume 6 (1757),political discourses,1,LXXI,41
1444,Volume 6 (1757),political discourses,1,LXXI,34
1445,Volume 6 (1757),political discourses,1,LX,76
1446,Volume 6 (1757),political discourses,1,LXXI,0
1447,Volume 6 (1757),political discourses,1,LXX,70
1448,Volume 6 (1757),political discourses,1,LX,78
1449,Volume 6 (1757),political discourses,1,LXX,35
1450,Volume 6 (1757),political discourses,1,LXX,33
1451,Volume 6 (1757),political discourses,1,LXX,29
1452,Volume 6 (1757),political discourses,1,LX,82
1453,Volume 6 (1757),political discourses,1,LXX,24
1454,Volume 6 (1757),political discourses,1,LXX,19
1455,Volume 6 (1757),political discourses,1,LXX,0
1456,Volume 6 (1757),political discourses,1,LXVI,83
1457,Volume 6 (1757),political discourses,1,LXVI,85
1458,Volume 6 (1757),political discourses,1,LXVI,35
1459,Volume 6 (1757),political discourses,1,LXI,19
1460,Volume 6 (1757),political discourses,1,LXVI,75
1461,Volume 6 (1757),political discourses,1,LXII,40
1462,Volume 6 (1757),political discourses,1,LXII,57
1463,Volume 6 (1757),political discourses,1,LXIV,91
1464,Volume 6 (1757),political discourses,1,LXIV,86
1465,Volume 6 (1757),political discourses,1,LXIV,80
1466,Volume 6 (1757),political discourses,1,LXIV,69
1467,Volume 6 (1757),political discourses,1,LXII,70
1468,Volume 6 (1757),political discourses,1,LXIV,59
1469,Volume 6 (1757),political discourses,1,LXII,75
1470,Volume 6 (1757),political discourses,1,LXII,80
1471,Volume 6 (1757),political discourses,1,LXII,98
1472,Volume 6 (1757),political discourses,1,LXIV,30
1473,Volume 6 (1757),political discourses,1,LXIV,25
1474,Volume 6 (1757),political discourses,1,LXIV,20
1475,Volume 6 (1757),political discourses,1,LXIV,18
1476,Volume 6 (1757),political discourses,1,LXIV,8
1477,Volume 6 (1757),political discourses,1,LXIII,22
1478,Volume 6 (1757),political discourses,1,LXIV,0
1479,Volume 6 (1757),political discourses,1,LXIII,66
1480,Volume 6 (1757),political discourses,1,LXIII,45
1481,Volume 6 (1757),political discourses,1,LXIII,43
1482,Volume 6 (1757),political discourses,1,LXII,36
1483,Volume 6 (1757),political discourses,1,LXII,32
1484,Volume 6 (1757),political discourses,1,LXV,30
1485,Volume 6 (1757),political discourses,1,LXVI,3
1486,Volume 6 (1757),political discourses,1,LXVI,73
1487,Volume 6 (1757),political discourses,1,LXVI,66
1488,Volume 6 (1757),political discourses,1,LXVI,42
1489,Volume 6 (1757),political discourses,1,LXIII,34
1490,Volume 6 (1757),political discourses,1,LXI,36
1491,Volume 6 (1757),political discourses,1,LXI,38
1492,Volume 6 (1757),political discourses,1,LXVI,21
1493,Volume 6 (1757),political discourses,1,LXVI,17
1494,Volume 6 (1757),political discourses,1,LXVI,8
1495,Volume 6 (1757),political discourses,1,LXI,49
1496,Volume 6 (1757),political discourses,1,LXV,39
1497,Volume 6 (1757),political discourses,1,LXI,53
1498,Volume 6 (1757),political discourses,1,LXV,87
1499,Volume 6 (1757),political discourses,1,LXV,82
1500,Volume 6 (1757),political discourses,1,LXV,79
1501,Volume 6 (1757),political discourses,1,LXV,77
1502,Volume 6 (1757),political discourses,1,LXI,55
1503,Volume 6 (1757),political discourses,1,LXI,61
1504,Volume 6 (1757),political discourses,1,LXI,82
1505,Volume 6 (1757),political discourses,1,LXV,41
1506,Volume 6 (1757),political discourses,1,LX,1
1507,Volume 6 (1757),treatise,1,LXIX,33
