,volume,genre,left,right,burst_len,volume_number,add_to_paragraph_number,full_paragraph_number,chapter,chapter_start,start_in_chapter
719,Volume 5 (1754),enquiry,1184,1184,1,4,2797,3981,LIX,3860,121
720,Volume 5 (1754),enquiry,820,820,1,4,2797,3617,LV,3539,78
721,Volume 5 (1754),enquiry,1188,1188,1,4,2797,3985,LIX,3860,125
722,Volume 5 (1754),enquiry,1195,1195,1,4,2797,3992,LIX,3860,132
723,Volume 5 (1754),enquiry,729,729,1,4,2797,3526,LIV,3424,102
724,Volume 5 (1754),enquiry,52,52,1,4,2797,2849,XLVI,2849,0
725,Volume 5 (1754),enquiry,703,703,1,4,2797,3500,LIV,3424,76
726,Volume 5 (1754),enquiry,449,449,1,4,2797,3246,LI,3204,42
727,Volume 5 (1754),enquiry,116,116,1,4,2797,2913,XLVI,2849,64
728,Volume 5 (1754),enquiry,178,178,1,4,2797,2975,XLVIII,2966,9
729,Volume 5 (1754),enquiry,197,197,1,4,2797,2994,XLVIII,2966,28
730,Volume 5 (1754),enquiry,227,227,1,4,2797,3024,XLIX,3008,16
731,Volume 5 (1754),enquiry,284,284,1,4,2797,3081,A. TO THE REIGN OF JAMES I,3065,16
732,Volume 5 (1754),enquiry,331,331,1,4,2797,3128,A. TO THE REIGN OF JAMES I,3065,63
733,Volume 5 (1754),enquiry,337,337,1,4,2797,3134,A. TO THE REIGN OF JAMES I,3065,69
734,Volume 5 (1754),enquiry,471,471,1,4,2797,3268,LI,3204,64
735,Volume 5 (1754),enquiry,61,61,1,4,2797,2858,XLVI,2849,9
736,Volume 5 (1754),enquiry,489,489,1,4,2797,3286,LII,3273,13
737,Volume 5 (1754),enquiry,495,495,1,4,2797,3292,LII,3273,19
738,Volume 5 (1754),enquiry,498,498,1,4,2797,3295,LII,3273,22
739,Volume 5 (1754),enquiry,549,549,1,4,2797,3346,LII,3273,73
740,Volume 5 (1754),enquiry,650,650,1,4,2797,3447,LIV,3424,23
741,Volume 5 (1754),enquiry,672,672,1,4,2797,3469,LIV,3424,45
742,Volume 5 (1754),enquiry,691,691,1,4,2797,3488,LIV,3424,64
743,Volume 5 (1754),enquiry,700,700,1,4,2797,3497,LIV,3424,73
744,Volume 5 (1754),essay,323,339,17,4,2797,3120,A. TO THE REIGN OF JAMES I,3065,55
745,Volume 5 (1754),essay,410,420,11,4,2797,3207,LI,3204,3
746,Volume 5 (1754),essay,700,710,11,4,2797,3497,LIV,3424,73
747,Volume 5 (1754),essay,764,770,7,4,2797,3561,LV,3539,22
748,Volume 5 (1754),essay,831,837,7,4,2797,3628,LV,3539,89
749,Volume 5 (1754),essay,486,492,7,4,2797,3283,LII,3273,10
750,Volume 5 (1754),essay,987,993,7,4,2797,3784,LVII,3730,54
751,Volume 5 (1754),essay,1033,1038,6,4,2797,3830,LVIII ,3792,38
752,Volume 5 (1754),essay,15,20,6,4,2797,2812,XLV,2797,15
753,Volume 5 (1754),essay,63,68,6,4,2797,2860,XLVI,2849,11
754,Volume 5 (1754),essay,396,400,5,4,2797,3193,L,3137,56
755,Volume 5 (1754),essay,649,653,5,4,2797,3446,LIV,3424,22
756,Volume 5 (1754),essay,494,498,5,4,2797,3291,LII,3273,18
757,Volume 5 (1754),essay,271,275,5,4,2797,3068,A. TO THE REIGN OF JAMES I,3065,3
758,Volume 5 (1754),essay,1195,1199,5,4,2797,3992,LIX,3860,132
759,Volume 5 (1754),essay,854,858,5,4,2797,3651,LVI,3651,0
760,Volume 5 (1754),essay,149,153,5,4,2797,2946,XLVII,2915,31
761,Volume 5 (1754),essay,666,670,5,4,2797,3463,LIV,3424,39
762,Volume 5 (1754),essay,94,98,5,4,2797,2891,XLVI,2849,42
763,Volume 5 (1754),essay,448,452,5,4,2797,3245,LI,3204,41
764,Volume 5 (1754),essay,181,184,4,4,2797,2978,XLVIII,2966,12
765,Volume 5 (1754),essay,157,160,4,4,2797,2954,XLVII,2915,39
766,Volume 5 (1754),essay,566,569,4,4,2797,3363,LIII,3357,6
767,Volume 5 (1754),essay,101,104,4,4,2797,2898,XLVI,2849,49
768,Volume 5 (1754),essay,286,289,4,4,2797,3083,A. TO THE REIGN OF JAMES I,3065,18
769,Volume 5 (1754),essay,23,26,4,4,2797,2820,XLV,2797,23
770,Volume 5 (1754),essay,281,284,4,4,2797,3078,A. TO THE REIGN OF JAMES I,3065,13
771,Volume 5 (1754),essay,562,564,3,4,2797,3359,LIII,3357,2
772,Volume 5 (1754),essay,262,264,3,4,2797,3059,XLIX,3008,51
773,Volume 5 (1754),essay,958,960,3,4,2797,3755,LVII,3730,25
774,Volume 5 (1754),essay,1067,1069,3,4,2797,3864,LIX,3860,4
775,Volume 5 (1754),essay,277,279,3,4,2797,3074,A. TO THE REIGN OF JAMES I,3065,9
776,Volume 5 (1754),essay,571,573,3,4,2797,3368,LIII,3357,11
777,Volume 5 (1754),essay,1089,1091,3,4,2797,3886,LIX,3860,26
778,Volume 5 (1754),essay,969,971,3,4,2797,3766,LVII,3730,36
779,Volume 5 (1754),essay,202,204,3,4,2797,2999,XLVIII,2966,33
780,Volume 5 (1754),essay,424,426,3,4,2797,3221,LI,3204,17
781,Volume 5 (1754),essay,469,471,3,4,2797,3266,LI,3204,62
782,Volume 5 (1754),essay,640,642,3,4,2797,3437,LIV,3424,13
783,Volume 5 (1754),essay,980,982,3,4,2797,3777,LVII,3730,47
784,Volume 5 (1754),essay,520,522,3,4,2797,3317,LII,3273,44
785,Volume 5 (1754),essay,871,873,3,4,2797,3668,LVI,3651,17
786,Volume 5 (1754),essay,122,124,3,4,2797,2919,XLVII,2915,4
787,Volume 5 (1754),essay,1169,1171,3,4,2797,3966,LIX,3860,106
788,Volume 5 (1754),essay,1173,1175,3,4,2797,3970,LIX,3860,110
789,Volume 5 (1754),essay,820,822,3,4,2797,3617,LV,3539,78
790,Volume 5 (1754),essay,1044,1046,3,4,2797,3841,LVIII ,3792,49
791,Volume 5 (1754),essay,482,484,3,4,2797,3279,LII,3273,6
792,Volume 5 (1754),essay,551,553,3,4,2797,3348,LII,3273,75
793,Volume 5 (1754),essay,541,542,2,4,2797,3338,LII,3273,65
794,Volume 5 (1754),essay,974,975,2,4,2797,3771,LVII,3730,41
795,Volume 5 (1754),essay,1008,1009,2,4,2797,3805,LVIII ,3792,13
796,Volume 5 (1754),essay,628,629,2,4,2797,3425,LIV,3424,1
797,Volume 5 (1754),essay,575,576,2,4,2797,3372,LIII,3357,15
798,Volume 5 (1754),essay,587,588,2,4,2797,3384,LIII,3357,27
799,Volume 5 (1754),essay,781,782,2,4,2797,3578,LV,3539,39
800,Volume 5 (1754),essay,772,773,2,4,2797,3569,LV,3539,30
801,Volume 5 (1754),essay,805,806,2,4,2797,3602,LV,3539,63
802,Volume 5 (1754),essay,754,755,2,4,2797,3551,LV,3539,12
803,Volume 5 (1754),essay,808,809,2,4,2797,3605,LV,3539,66
804,Volume 5 (1754),essay,812,813,2,4,2797,3609,LV,3539,70
805,Volume 5 (1754),essay,718,719,2,4,2797,3515,LIV,3424,91
806,Volume 5 (1754),essay,691,692,2,4,2797,3488,LIV,3424,64
807,Volume 5 (1754),essay,862,863,2,4,2797,3659,LVI,3651,8
808,Volume 5 (1754),essay,674,675,2,4,2797,3471,LIV,3424,47
809,Volume 5 (1754),essay,660,661,2,4,2797,3457,LIV,3424,33
810,Volume 5 (1754),essay,657,658,2,4,2797,3454,LIV,3424,30
811,Volume 5 (1754),essay,623,624,2,4,2797,3420,LIII,3357,63
812,Volume 5 (1754),essay,922,923,2,4,2797,3719,LVI,3651,68
813,Volume 5 (1754),essay,938,939,2,4,2797,3735,LVII,3730,5
814,Volume 5 (1754),essay,476,477,2,4,2797,3273,LII,3273,0
815,Volume 5 (1754),essay,1207,1208,2,4,2797,4004,LIX,3860,144
816,Volume 5 (1754),essay,466,467,2,4,2797,3263,LI,3204,59
817,Volume 5 (1754),essay,1184,1185,2,4,2797,3981,LIX,3860,121
818,Volume 5 (1754),essay,126,127,2,4,2797,2923,XLVII,2915,8
819,Volume 5 (1754),essay,118,119,2,4,2797,2915,XLVII,2915,0
820,Volume 5 (1754),essay,82,83,2,4,2797,2879,XLVI,2849,30
821,Volume 5 (1754),essay,72,73,2,4,2797,2869,XLVI,2849,20
822,Volume 5 (1754),essay,1116,1117,2,4,2797,3913,LIX,3860,53
823,Volume 5 (1754),essay,209,210,2,4,2797,3006,XLVIII,2966,40
824,Volume 5 (1754),essay,218,219,2,4,2797,3015,XLIX,3008,7
825,Volume 5 (1754),essay,221,222,2,4,2797,3018,XLIX,3008,10
826,Volume 5 (1754),essay,57,58,2,4,2797,2854,XLVI,2849,5
827,Volume 5 (1754),essay,232,233,2,4,2797,3029,XLIX,3008,21
828,Volume 5 (1754),essay,249,250,2,4,2797,3046,XLIX,3008,38
829,Volume 5 (1754),essay,238,239,2,4,2797,3035,XLIX,3008,27
830,Volume 5 (1754),essay,1095,1096,2,4,2797,3892,LIX,3860,32
831,Volume 5 (1754),essay,378,379,2,4,2797,3175,L,3137,38
832,Volume 5 (1754),essay,436,437,2,4,2797,3233,LI,3204,29
833,Volume 5 (1754),essay,430,431,2,4,2797,3227,LI,3204,23
834,Volume 5 (1754),essay,28,29,2,4,2797,2825,XLV,2797,28
835,Volume 5 (1754),essay,1190,1191,2,4,2797,3987,LIX,3860,127
836,Volume 5 (1754),essay,1063,1064,2,4,2797,3860,LIX,3860,0
837,Volume 5 (1754),essay,40,41,2,4,2797,2837,XLV,2797,40
838,Volume 5 (1754),essay,347,348,2,4,2797,3144,L,3137,7
839,Volume 5 (1754),essay,1152,1153,2,4,2797,3949,LIX,3860,89
840,Volume 5 (1754),essay,1182,1182,1,4,2797,3979,LIX,3860,119
841,Volume 5 (1754),essay,841,841,1,4,2797,3638,LV,3539,99
842,Volume 5 (1754),essay,815,815,1,4,2797,3612,LV,3539,73
843,Volume 5 (1754),essay,1180,1180,1,4,2797,3977,LIX,3860,117
844,Volume 5 (1754),essay,843,843,1,4,2797,3640,LV,3539,101
845,Volume 5 (1754),essay,1193,1193,1,4,2797,3990,LIX,3860,130
846,Volume 5 (1754),essay,1177,1177,1,4,2797,3974,LIX,3860,114
847,Volume 5 (1754),essay,1202,1202,1,4,2797,3999,LIX,3860,139
848,Volume 5 (1754),essay,887,887,1,4,2797,3684,LVI,3651,33
849,Volume 5 (1754),essay,1188,1188,1,4,2797,3985,LIX,3860,125
850,Volume 5 (1754),essay,1164,1164,1,4,2797,3961,LIX,3860,101
851,Volume 5 (1754),essay,911,911,1,4,2797,3708,LVI,3651,57
852,Volume 5 (1754),essay,1157,1157,1,4,2797,3954,LIX,3860,94
853,Volume 5 (1754),essay,1104,1104,1,4,2797,3901,LIX,3860,41
854,Volume 5 (1754),essay,794,794,1,4,2797,3591,LV,3539,52
855,Volume 5 (1754),essay,1051,1051,1,4,2797,3848,LVIII ,3792,56
856,Volume 5 (1754),essay,1057,1057,1,4,2797,3854,LVIII ,3792,62
857,Volume 5 (1754),essay,984,984,1,4,2797,3781,LVII,3730,51
858,Volume 5 (1754),essay,1080,1080,1,4,2797,3877,LIX,3860,17
859,Volume 5 (1754),essay,1084,1084,1,4,2797,3881,LIX,3860,21
860,Volume 5 (1754),essay,963,963,1,4,2797,3760,LVII,3730,30
861,Volume 5 (1754),essay,1101,1101,1,4,2797,3898,LIX,3860,38
862,Volume 5 (1754),essay,949,949,1,4,2797,3746,LVII,3730,16
863,Volume 5 (1754),essay,1143,1143,1,4,2797,3940,LIX,3860,80
864,Volume 5 (1754),essay,934,934,1,4,2797,3731,LVII,3730,1
865,Volume 5 (1754),essay,918,918,1,4,2797,3715,LVI,3651,64
866,Volume 5 (1754),essay,1114,1114,1,4,2797,3911,LIX,3860,51
867,Volume 5 (1754),essay,1016,1016,1,4,2797,3813,LVIII ,3792,21
868,Volume 5 (1754),essay,1122,1122,1,4,2797,3919,LIX,3860,59
869,Volume 5 (1754),essay,904,904,1,4,2797,3701,LVI,3651,50
870,Volume 5 (1754),essay,897,897,1,4,2797,3694,LVI,3651,43
871,Volume 5 (1754),essay,1127,1127,1,4,2797,3924,LIX,3860,64
872,Volume 5 (1754),essay,802,802,1,4,2797,3599,LV,3539,60
873,Volume 5 (1754),essay,1,1,1,4,2797,2798,XLV,2797,1
874,Volume 5 (1754),essay,789,789,1,4,2797,3586,LV,3539,47
875,Volume 5 (1754),essay,173,173,1,4,2797,2970,XLVIII,2966,4
876,Volume 5 (1754),essay,392,392,1,4,2797,3189,L,3137,52
877,Volume 5 (1754),essay,384,384,1,4,2797,3181,L,3137,44
878,Volume 5 (1754),essay,373,373,1,4,2797,3170,L,3137,33
879,Volume 5 (1754),essay,356,356,1,4,2797,3153,L,3137,16
880,Volume 5 (1754),essay,345,345,1,4,2797,3142,L,3137,5
881,Volume 5 (1754),essay,343,343,1,4,2797,3140,L,3137,3
882,Volume 5 (1754),essay,319,319,1,4,2797,3116,A. TO THE REIGN OF JAMES I,3065,51
883,Volume 5 (1754),essay,269,269,1,4,2797,3066,A. TO THE REIGN OF JAMES I,3065,1
884,Volume 5 (1754),essay,227,227,1,4,2797,3024,XLIX,3008,16
885,Volume 5 (1754),essay,197,197,1,4,2797,2994,XLVIII,2966,28
886,Volume 5 (1754),essay,191,191,1,4,2797,2988,XLVIII,2966,22
887,Volume 5 (1754),essay,187,187,1,4,2797,2984,XLVIII,2966,18
888,Volume 5 (1754),essay,178,178,1,4,2797,2975,XLVIII,2966,9
889,Volume 5 (1754),essay,167,167,1,4,2797,2964,XLVII,2915,49
890,Volume 5 (1754),essay,759,759,1,4,2797,3556,LV,3539,17
891,Volume 5 (1754),essay,137,137,1,4,2797,2934,XLVII,2915,19
892,Volume 5 (1754),essay,131,131,1,4,2797,2928,XLVII,2915,13
893,Volume 5 (1754),essay,116,116,1,4,2797,2913,XLVI,2849,64
894,Volume 5 (1754),essay,91,91,1,4,2797,2888,XLVI,2849,39
895,Volume 5 (1754),essay,78,78,1,4,2797,2875,XLVI,2849,26
896,Volume 5 (1754),essay,61,61,1,4,2797,2858,XLVI,2849,9
897,Volume 5 (1754),essay,55,55,1,4,2797,2852,XLVI,2849,3
898,Volume 5 (1754),essay,52,52,1,4,2797,2849,XLVI,2849,0
899,Volume 5 (1754),essay,43,43,1,4,2797,2840,XLV,2797,43
900,Volume 5 (1754),essay,37,37,1,4,2797,2834,XLV,2797,37
901,Volume 5 (1754),essay,35,35,1,4,2797,2832,XLV,2797,35
902,Volume 5 (1754),essay,12,12,1,4,2797,2809,XLV,2797,12
903,Volume 5 (1754),essay,7,7,1,4,2797,2804,XLV,2797,7
904,Volume 5 (1754),essay,422,422,1,4,2797,3219,LI,3204,15
905,Volume 5 (1754),essay,434,434,1,4,2797,3231,LI,3204,27
906,Volume 5 (1754),essay,439,439,1,4,2797,3236,LI,3204,32
907,Volume 5 (1754),essay,455,455,1,4,2797,3252,LI,3204,48
908,Volume 5 (1754),essay,749,749,1,4,2797,3546,LV,3539,7
909,Volume 5 (1754),essay,745,745,1,4,2797,3542,LV,3539,3
910,Volume 5 (1754),essay,742,742,1,4,2797,3539,LV,3539,0
911,Volume 5 (1754),essay,736,736,1,4,2797,3533,LIV,3424,109
912,Volume 5 (1754),essay,729,729,1,4,2797,3526,LIV,3424,102
913,Volume 5 (1754),essay,723,723,1,4,2797,3520,LIV,3424,96
914,Volume 5 (1754),essay,716,716,1,4,2797,3513,LIV,3424,89
915,Volume 5 (1754),essay,696,696,1,4,2797,3493,LIV,3424,69
916,Volume 5 (1754),essay,685,685,1,4,2797,3482,LIV,3424,58
917,Volume 5 (1754),essay,677,677,1,4,2797,3474,LIV,3424,50
918,Volume 5 (1754),essay,672,672,1,4,2797,3469,LIV,3424,45
919,Volume 5 (1754),essay,647,647,1,4,2797,3444,LIV,3424,20
920,Volume 5 (1754),essay,645,645,1,4,2797,3442,LIV,3424,18
921,Volume 5 (1754),essay,632,632,1,4,2797,3429,LIV,3424,5
922,Volume 5 (1754),essay,612,612,1,4,2797,3409,LIII,3357,52
923,Volume 5 (1754),essay,3,3,1,4,2797,2800,XLV,2797,3
924,Volume 5 (1754),essay,601,601,1,4,2797,3398,LIII,3357,41
925,Volume 5 (1754),essay,592,592,1,4,2797,3389,LIII,3357,32
926,Volume 5 (1754),essay,580,580,1,4,2797,3377,LIII,3357,20
927,Volume 5 (1754),essay,558,558,1,4,2797,3355,LII,3273,82
928,Volume 5 (1754),essay,555,555,1,4,2797,3352,LII,3273,79
929,Volume 5 (1754),essay,549,549,1,4,2797,3346,LII,3273,73
930,Volume 5 (1754),essay,545,545,1,4,2797,3342,LII,3273,69
931,Volume 5 (1754),essay,533,533,1,4,2797,3330,LII,3273,57
932,Volume 5 (1754),essay,529,529,1,4,2797,3326,LII,3273,53
933,Volume 5 (1754),essay,513,513,1,4,2797,3310,LII,3273,37
934,Volume 5 (1754),essay,505,505,1,4,2797,3302,LII,3273,29
935,Volume 5 (1754),essay,603,603,1,4,2797,3400,LIII,3357,43
936,Volume 5 (1754),political discourses,106,115,10,4,2797,2903,XLVI,2849,54
937,Volume 5 (1754),political discourses,740,749,10,4,2797,3537,LIV,3424,113
938,Volume 5 (1754),political discourses,1108,1114,7,4,2797,3905,LIX,3860,45
939,Volume 5 (1754),political discourses,378,384,7,4,2797,3175,L,3137,38
940,Volume 5 (1754),political discourses,641,647,7,4,2797,3438,LIV,3424,14
941,Volume 5 (1754),political discourses,1082,1088,7,4,2797,3879,LIX,3860,19
942,Volume 5 (1754),political discourses,980,985,6,4,2797,3777,LVII,3730,47
943,Volume 5 (1754),political discourses,536,541,6,4,2797,3333,LII,3273,60
944,Volume 5 (1754),political discourses,655,659,5,4,2797,3452,LIV,3424,28
945,Volume 5 (1754),political discourses,1073,1077,5,4,2797,3870,LIX,3860,10
946,Volume 5 (1754),political discourses,390,394,5,4,2797,3187,L,3137,50
947,Volume 5 (1754),political discourses,288,292,5,4,2797,3085,A. TO THE REIGN OF JAMES I,3065,20
948,Volume 5 (1754),political discourses,507,511,5,4,2797,3304,LII,3273,31
949,Volume 5 (1754),political discourses,414,417,4,4,2797,3211,LI,3204,7
950,Volume 5 (1754),political discourses,266,269,4,4,2797,3063,XLIX,3008,55
951,Volume 5 (1754),political discourses,555,558,4,4,2797,3352,LII,3273,79
952,Volume 5 (1754),political discourses,610,613,4,4,2797,3407,LIII,3357,50
953,Volume 5 (1754),political discourses,514,517,4,4,2797,3311,LII,3273,38
954,Volume 5 (1754),political discourses,1097,1100,4,4,2797,3894,LIX,3860,34
955,Volume 5 (1754),political discourses,1063,1066,4,4,2797,3860,LIX,3860,0
956,Volume 5 (1754),political discourses,422,425,4,4,2797,3219,LI,3204,15
957,Volume 5 (1754),political discourses,665,668,4,4,2797,3462,LIV,3424,38
958,Volume 5 (1754),political discourses,753,756,4,4,2797,3550,LV,3539,11
959,Volume 5 (1754),political discourses,1168,1171,4,4,2797,3965,LIX,3860,105
960,Volume 5 (1754),political discourses,97,100,4,4,2797,2894,XLVI,2849,45
961,Volume 5 (1754),political discourses,694,697,4,4,2797,3491,LIV,3424,67
962,Volume 5 (1754),political discourses,341,343,3,4,2797,3138,L,3137,1
963,Volume 5 (1754),political discourses,321,323,3,4,2797,3118,A. TO THE REIGN OF JAMES I,3065,53
964,Volume 5 (1754),political discourses,311,313,3,4,2797,3108,A. TO THE REIGN OF JAMES I,3065,43
965,Volume 5 (1754),political discourses,307,309,3,4,2797,3104,A. TO THE REIGN OF JAMES I,3065,39
966,Volume 5 (1754),political discourses,303,305,3,4,2797,3100,A. TO THE REIGN OF JAMES I,3065,35
967,Volume 5 (1754),political discourses,299,301,3,4,2797,3096,A. TO THE REIGN OF JAMES I,3065,31
968,Volume 5 (1754),political discourses,294,296,3,4,2797,3091,A. TO THE REIGN OF JAMES I,3065,26
969,Volume 5 (1754),political discourses,37,39,3,4,2797,2834,XLV,2797,37
970,Volume 5 (1754),political discourses,714,716,3,4,2797,3511,LIV,3424,87
971,Volume 5 (1754),political discourses,42,44,3,4,2797,2839,XLV,2797,42
972,Volume 5 (1754),political discourses,1163,1165,3,4,2797,3960,LIX,3860,100
973,Volume 5 (1754),political discourses,734,736,3,4,2797,3531,LIV,3424,107
974,Volume 5 (1754),political discourses,566,568,3,4,2797,3363,LIII,3357,6
975,Volume 5 (1754),political discourses,204,206,3,4,2797,3001,XLVIII,2966,35
976,Volume 5 (1754),political discourses,1093,1095,3,4,2797,3890,LIX,3860,30
977,Volume 5 (1754),political discourses,772,774,3,4,2797,3569,LV,3539,30
978,Volume 5 (1754),political discourses,173,175,3,4,2797,2970,XLVIII,2966,4
979,Volume 5 (1754),political discourses,1146,1148,3,4,2797,3943,LIX,3860,83
980,Volume 5 (1754),political discourses,970,972,3,4,2797,3767,LVII,3730,37
981,Volume 5 (1754),political discourses,718,720,3,4,2797,3515,LIV,3424,91
982,Volume 5 (1754),political discourses,81,83,3,4,2797,2878,XLVI,2849,29
983,Volume 5 (1754),political discourses,76,78,3,4,2797,2873,XLVI,2849,24
984,Volume 5 (1754),political discourses,71,73,3,4,2797,2868,XLVI,2849,19
985,Volume 5 (1754),political discourses,812,814,3,4,2797,3609,LV,3539,70
986,Volume 5 (1754),political discourses,334,336,3,4,2797,3131,A. TO THE REIGN OF JAMES I,3065,66
987,Volume 5 (1754),political discourses,936,937,2,4,2797,3733,LVII,3730,3
988,Volume 5 (1754),political discourses,476,477,2,4,2797,3273,LII,3273,0
989,Volume 5 (1754),political discourses,706,707,2,4,2797,3503,LIV,3424,79
990,Volume 5 (1754),political discourses,461,462,2,4,2797,3258,LI,3204,54
991,Volume 5 (1754),political discourses,859,860,2,4,2797,3656,LVI,3651,5
992,Volume 5 (1754),political discourses,519,520,2,4,2797,3316,LII,3273,43
993,Volume 5 (1754),political discourses,886,887,2,4,2797,3683,LVI,3651,32
994,Volume 5 (1754),political discourses,862,863,2,4,2797,3659,LVI,3651,8
995,Volume 5 (1754),political discourses,670,671,2,4,2797,3467,LIV,3424,43
996,Volume 5 (1754),political discourses,545,546,2,4,2797,3342,LII,3273,69
997,Volume 5 (1754),political discourses,847,848,2,4,2797,3644,LV,3539,105
998,Volume 5 (1754),political discourses,818,819,2,4,2797,3615,LV,3539,76
999,Volume 5 (1754),political discourses,794,795,2,4,2797,3591,LV,3539,52
1000,Volume 5 (1754),political discourses,607,608,2,4,2797,3404,LIII,3357,47
1001,Volume 5 (1754),political discourses,809,810,2,4,2797,3606,LV,3539,67
1002,Volume 5 (1754),political discourses,1201,1202,2,4,2797,3998,LIX,3860,138
1003,Volume 5 (1754),political discourses,722,723,2,4,2797,3519,LIV,3424,95
1004,Volume 5 (1754),political discourses,149,150,2,4,2797,2946,XLVII,2915,31
1005,Volume 5 (1754),political discourses,208,209,2,4,2797,3005,XLVIII,2966,39
1006,Volume 5 (1754),political discourses,193,194,2,4,2797,2990,XLVIII,2966,24
1007,Volume 5 (1754),political discourses,1032,1033,2,4,2797,3829,LVIII ,3792,37
1008,Volume 5 (1754),political discourses,183,184,2,4,2797,2980,XLVIII,2966,14
1009,Volume 5 (1754),political discourses,274,275,2,4,2797,3071,A. TO THE REIGN OF JAMES I,3065,6
1010,Volume 5 (1754),political discourses,277,278,2,4,2797,3074,A. TO THE REIGN OF JAMES I,3065,9
1011,Volume 5 (1754),political discourses,285,286,2,4,2797,3082,A. TO THE REIGN OF JAMES I,3065,17
1012,Volume 5 (1754),political discourses,159,160,2,4,2797,2956,XLVII,2915,41
1013,Volume 5 (1754),political discourses,315,316,2,4,2797,3112,A. TO THE REIGN OF JAMES I,3065,47
1014,Volume 5 (1754),political discourses,318,319,2,4,2797,3115,A. TO THE REIGN OF JAMES I,3065,50
1015,Volume 5 (1754),political discourses,1056,1057,2,4,2797,3853,LVIII ,3792,61
1016,Volume 5 (1754),political discourses,345,346,2,4,2797,3142,L,3137,5
1017,Volume 5 (1754),political discourses,1173,1174,2,4,2797,3970,LIX,3860,110
1018,Volume 5 (1754),political discourses,102,103,2,4,2797,2899,XLVI,2849,50
1019,Volume 5 (1754),political discourses,767,767,1,4,2797,3564,LV,3539,25
1020,Volume 5 (1754),political discourses,788,788,1,4,2797,3585,LV,3539,46
1021,Volume 5 (1754),political discourses,805,805,1,4,2797,3602,LV,3539,63
1022,Volume 5 (1754),political discourses,1180,1180,1,4,2797,3977,LIX,3860,117
1023,Volume 5 (1754),political discourses,1178,1178,1,4,2797,3975,LIX,3860,115
1024,Volume 5 (1754),political discourses,738,738,1,4,2797,3535,LIV,3424,111
1025,Volume 5 (1754),political discourses,1158,1158,1,4,2797,3955,LIX,3860,95
1026,Volume 5 (1754),political discourses,1140,1140,1,4,2797,3937,LIX,3860,77
1027,Volume 5 (1754),political discourses,1103,1103,1,4,2797,3900,LIX,3860,40
1028,Volume 5 (1754),political discourses,786,786,1,4,2797,3583,LV,3539,44
1029,Volume 5 (1754),political discourses,1090,1090,1,4,2797,3887,LIX,3860,27
1030,Volume 5 (1754),political discourses,759,759,1,4,2797,3556,LV,3539,17
1031,Volume 5 (1754),political discourses,764,764,1,4,2797,3561,LV,3539,22
1032,Volume 5 (1754),political discourses,1129,1129,1,4,2797,3926,LIX,3860,66
1033,Volume 5 (1754),political discourses,1070,1070,1,4,2797,3867,LIX,3860,7
1034,Volume 5 (1754),political discourses,958,958,1,4,2797,3755,LVII,3730,25
1035,Volume 5 (1754),political discourses,1051,1051,1,4,2797,3848,LVIII ,3792,56
1036,Volume 5 (1754),political discourses,826,826,1,4,2797,3623,LV,3539,84
1037,Volume 5 (1754),political discourses,963,963,1,4,2797,3760,LVII,3730,30
1038,Volume 5 (1754),political discourses,943,943,1,4,2797,3740,LVII,3730,10
1039,Volume 5 (1754),political discourses,939,939,1,4,2797,3736,LVII,3730,6
1040,Volume 5 (1754),political discourses,987,987,1,4,2797,3784,LVII,3730,54
1041,Volume 5 (1754),political discourses,934,934,1,4,2797,3731,LVII,3730,1
1042,Volume 5 (1754),political discourses,932,932,1,4,2797,3729,LVI,3651,78
1043,Volume 5 (1754),political discourses,989,989,1,4,2797,3786,LVII,3730,56
1044,Volume 5 (1754),political discourses,1002,1002,1,4,2797,3799,LVIII ,3792,7
1045,Volume 5 (1754),political discourses,923,923,1,4,2797,3720,LVI,3651,69
1046,Volume 5 (1754),political discourses,915,915,1,4,2797,3712,LVI,3651,61
1047,Volume 5 (1754),political discourses,912,912,1,4,2797,3709,LVI,3651,58
1048,Volume 5 (1754),political discourses,899,899,1,4,2797,3696,LVI,3651,45
1049,Volume 5 (1754),political discourses,1008,1008,1,4,2797,3805,LVIII ,3792,13
1050,Volume 5 (1754),political discourses,884,884,1,4,2797,3681,LVI,3651,30
1051,Volume 5 (1754),political discourses,882,882,1,4,2797,3679,LVI,3651,28
1052,Volume 5 (1754),political discourses,1017,1017,1,4,2797,3814,LVIII ,3792,22
1053,Volume 5 (1754),political discourses,856,856,1,4,2797,3653,LVI,3651,2
1054,Volume 5 (1754),political discourses,854,854,1,4,2797,3651,LVI,3651,0
1055,Volume 5 (1754),political discourses,1035,1035,1,4,2797,3832,LVIII ,3792,40
1056,Volume 5 (1754),political discourses,956,956,1,4,2797,3753,LVII,3730,23
1057,Volume 5 (1754),political discourses,1048,1048,1,4,2797,3845,LVIII ,3792,53
1058,Volume 5 (1754),political discourses,843,843,1,4,2797,3640,LV,3539,101
1059,Volume 5 (1754),political discourses,16,16,1,4,2797,2813,XLV,2797,16
1060,Volume 5 (1754),political discourses,701,701,1,4,2797,3498,LIV,3424,74
1061,Volume 5 (1754),political discourses,213,213,1,4,2797,3010,XLIX,3008,2
1062,Volume 5 (1754),political discourses,408,408,1,4,2797,3205,LI,3204,1
1063,Volume 5 (1754),political discourses,398,398,1,4,2797,3195,L,3137,58
